gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	subfamily	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
2440897922																										MGYA00364108_Bacteria																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364108_Bacteria						204	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011890	MGYA00364108													28220	DNA sequence reads			River sediment sample 1.9 km upstream an Indian waste water treatment plant. GPS coordinates: N 17* 37. 357 E 78* 15. 537																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364108#taxonomic.									Bacteria								Bacteria													super kingdom							
2440897920																										MGYA00364108_Bacteria::Nitrospirae:Nitrospira																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364108_Bacteria::Nitrospirae:Nitrospira						69	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011890	MGYA00364108													28220	DNA sequence reads			River sediment sample 1.9 km upstream an Indian waste water treatment plant. GPS coordinates: N 17* 37. 357 E 78* 15. 537																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364108#taxonomic.									Nitrospira								Bacteria	Nitrospirae	Nitrospira											class							
2440897917																										MGYA00364110_Bacteria::Nitrospinae																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364110_Bacteria::Nitrospinae						2	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011892	MGYA00364110													23122	DNA sequence reads			River sediment sample downstream a Swedish waste water treatment plant. GPS coordinates: N 58* 23. 350 E 13* 52. 900.																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364110#taxonomic.									Nitrospinae								Bacteria	Nitrospinae												phylum							
2440897916																										MGYA00364107_Bacteria::Bacteroidetes:Cytophagia:Cytophagales:Cytophagaceae:Rhodocytophaga																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364107_Bacteria::Bacteroidetes:Cytophagia:Cytophagales:Cytophagaceae:Rhodocytophaga						1	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011888	MGYA00364107													23362	DNA sequence reads			River sediment sample 17.5 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 37. 945 E 78* 09. 813																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364107#taxonomic.									Rhodocytophaga								Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae		Rhodocytophaga							genus							
2440897915																										MGYA00364110_Bacteria::Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Limnohabitans																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364110_Bacteria::Proteobacteria:Betaproteobacteria:Burkholderiales:Comamonadaceae:Limnohabitans						2	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011892	MGYA00364110													23122	DNA sequence reads			River sediment sample downstream a Swedish waste water treatment plant. GPS coordinates: N 58* 23. 350 E 13* 52. 900.																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364110#taxonomic.									Limnohabitans								Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae		Limnohabitans							genus							
2440897914																										MGYA00364108_Bacteria::Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Oxobacter																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364108_Bacteria::Firmicutes:Clostridia:Clostridiales:Clostridiaceae:Oxobacter						3	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011890	MGYA00364108													28220	DNA sequence reads			River sediment sample 1.9 km upstream an Indian waste water treatment plant. GPS coordinates: N 17* 37. 357 E 78* 15. 537																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364108#taxonomic.									Oxobacter								Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae		Oxobacter							genus							
2440897908																										MGYA00364106_Bacteria::Gemmatimonadetes:Gemmatimonadetes:Gemmatimonadales:Gemmatimonadaceae																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364106_Bacteria::Gemmatimonadetes:Gemmatimonadetes:Gemmatimonadales:Gemmatimonadaceae						3	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011887	MGYA00364106													24918	DNA sequence reads			River sediment sample 2.7 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 33. 211 E 78* 13.846																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364106#taxonomic.									Gemmatimonadaceae								Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae									family							
2440897903																										MGYA00364108_Bacteria::Proteobacteria:Gammaproteobacteria:Legionellales:Coxiellaceae:Aquicella																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364108_Bacteria::Proteobacteria:Gammaproteobacteria:Legionellales:Coxiellaceae:Aquicella						2	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011890	MGYA00364108													28220	DNA sequence reads			River sediment sample 1.9 km upstream an Indian waste water treatment plant. GPS coordinates: N 17* 37. 357 E 78* 15. 537																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364108#taxonomic.									Aquicella								Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae		Aquicella							genus							
2440897901																										MGYA00364108_Bacteria::Firmicutes:Bacilli:Bacillales:Paenibacillaceae																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364108_Bacteria::Firmicutes:Bacilli:Bacillales:Paenibacillaceae						1	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011890	MGYA00364108													28220	DNA sequence reads			River sediment sample 1.9 km upstream an Indian waste water treatment plant. GPS coordinates: N 17* 37. 357 E 78* 15. 537																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364108#taxonomic.									Paenibacillaceae								Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae									family							
2440897894																										MGYA00364111_Bacteria::Proteobacteria:Alphaproteobacteria:Rhodobacterales:Rhodobacteraceae:Rhodobacter:Rhodobacter_sp._Cr5-50																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364111_Bacteria::Proteobacteria:Alphaproteobacteria:Rhodobacterales:Rhodobacteraceae:Rhodobacter:Rhodobacter_sp._Cr5-50						2	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011893	MGYA00364111													25352	DNA sequence reads			River sediment sample upstream a Swedish waste water treatment plant. GPS coordinates: N 58* 23. 500 E 13* 52. 700																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364111#taxonomic.									Rhodobacter sp._Cr5-50								Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		Rhodobacter							species							
2440897884																										MGYA00364107_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Gallionellaceae																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364107_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Gallionellaceae						2	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011888	MGYA00364107													23362	DNA sequence reads			River sediment sample 17.5 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 37. 945 E 78* 09. 813																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364107#taxonomic.									Gallionellaceae								Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae									family							
2440897880																										MGYA00364108_Bacteria::Proteobacteria:Betaproteobacteria:Neisseriales:Chromobacteriaceae:Aquaspirillum																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364108_Bacteria::Proteobacteria:Betaproteobacteria:Neisseriales:Chromobacteriaceae:Aquaspirillum						12	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011890	MGYA00364108													28220	DNA sequence reads			River sediment sample 1.9 km upstream an Indian waste water treatment plant. GPS coordinates: N 17* 37. 357 E 78* 15. 537																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364108#taxonomic.									Aquaspirillum								Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae		Aquaspirillum							genus							
2440897871																										MGYA00364107_Bacteria::Proteobacteria:Alphaproteobacteria:Rhizobiales:Methylobacteriaceae																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364107_Bacteria::Proteobacteria:Alphaproteobacteria:Rhizobiales:Methylobacteriaceae						1	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011888	MGYA00364107													23362	DNA sequence reads			River sediment sample 17.5 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 37. 945 E 78* 09. 813																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364107#taxonomic.									Methylobacteriaceae								Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae									family							
2440897870																										MGYA00364107_Bacteria::Synergistetes:Synergistia:Synergistales:Synergistaceae:Lactivibrio																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364107_Bacteria::Synergistetes:Synergistia:Synergistales:Synergistaceae:Lactivibrio						1	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011888	MGYA00364107													23362	DNA sequence reads			River sediment sample 17.5 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 37. 945 E 78* 09. 813																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364107#taxonomic.									Lactivibrio								Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae		Lactivibrio							genus							
2440897867																										MGYA00364111_Bacteria::Chloroflexi																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364111_Bacteria::Chloroflexi						10	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011893	MGYA00364111													25352	DNA sequence reads			River sediment sample upstream a Swedish waste water treatment plant. GPS coordinates: N 58* 23. 500 E 13* 52. 700																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364111#taxonomic.									Chloroflexi								Bacteria	Chloroflexi												phylum							
2440897835																										MGYA00364111_Bacteria::Proteobacteria:Oligoflexia:Bdellovibrionales:Bdellovibrionaceae:Bdellovibrio																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364111_Bacteria::Proteobacteria:Oligoflexia:Bdellovibrionales:Bdellovibrionaceae:Bdellovibrio						2	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011893	MGYA00364111													25352	DNA sequence reads			River sediment sample upstream a Swedish waste water treatment plant. GPS coordinates: N 58* 23. 500 E 13* 52. 700																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364111#taxonomic.									Bdellovibrio								Bacteria	Proteobacteria	Oligoflexia	Bdellovibrionales	Bdellovibrionaceae		Bdellovibrio							genus							
2440897828																										MGYA00364110_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Thiobacillaceae:Thiobacillus																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364110_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Thiobacillaceae:Thiobacillus						12	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011892	MGYA00364110													23122	DNA sequence reads			River sediment sample downstream a Swedish waste water treatment plant. GPS coordinates: N 58* 23. 350 E 13* 52. 900.																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364110#taxonomic.									Thiobacillus								Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Thiobacillaceae		Thiobacillus							genus							
2440897827																										MGYA00364107_Bacteria::Actinobacteria:Rubrobacteria:Rubrobacterales:Rubrobacteraceae:Rubrobacter																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364107_Bacteria::Actinobacteria:Rubrobacteria:Rubrobacterales:Rubrobacteraceae:Rubrobacter						3	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011888	MGYA00364107													23362	DNA sequence reads			River sediment sample 17.5 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 37. 945 E 78* 09. 813																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364107#taxonomic.									Rubrobacter								Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteraceae		Rubrobacter							genus							
2440897821																										MGYA00364108_Bacteria::Proteobacteria:Betaproteobacteria:::Candidatus_Accumulibacter																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364108_Bacteria::Proteobacteria:Betaproteobacteria:::Candidatus_Accumulibacter						1	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011890	MGYA00364108													28220	DNA sequence reads			River sediment sample 1.9 km upstream an Indian waste water treatment plant. GPS coordinates: N 17* 37. 357 E 78* 15. 537																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364108#taxonomic.									Candidatus Accumulibacter								Bacteria	Proteobacteria	Betaproteobacteria				Candidatus_Accumulibacter							genus							
2440897819																										MGYA00364106_Bacteria::Proteobacteria:Epsilonproteobacteria:Campylobacterales:Campylobacteraceae:Arcobacter																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364106_Bacteria::Proteobacteria:Epsilonproteobacteria:Campylobacterales:Campylobacteraceae:Arcobacter						50	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011887	MGYA00364106													24918	DNA sequence reads			River sediment sample 2.7 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 33. 211 E 78* 13.846																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364106#taxonomic.									Arcobacter								Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae		Arcobacter							genus							
2440897817																										MGYA00364111_Bacteria::Firmicutes:Clostridia:Clostridiales:Clostridiales_Family_XII._Incertae_Sedis																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364111_Bacteria::Firmicutes:Clostridia:Clostridiales:Clostridiales_Family_XII._Incertae_Sedis						1	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011893	MGYA00364111													25352	DNA sequence reads			River sediment sample upstream a Swedish waste water treatment plant. GPS coordinates: N 58* 23. 500 E 13* 52. 700																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364111#taxonomic.									Clostridiales Family_XII._Incertae_Sedis								Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Family_XII._Incertae_Sedis									family							
2440897814																										MGYA00364109_Bacteria::Actinobacteria:Actinobacteria:Propionibacteriales:Nocardioidaceae:Nocardioides																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364109_Bacteria::Actinobacteria:Actinobacteria:Propionibacteriales:Nocardioidaceae:Nocardioides						3	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011891	MGYA00364109													28220	DNA sequence reads			River sediment sample 2.2 km upstream an Indian waste water treatment plant. GPS coordinates: N 17* 32. 440 E 78* 15. 707																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364109#taxonomic.									Nocardioides								Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae		Nocardioides							genus							
2440897811																										MGYA00364108_Bacteria::Kiritimatiellaeota:Kiritimatiellae																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364108_Bacteria::Kiritimatiellaeota:Kiritimatiellae						1	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011890	MGYA00364108													28220	DNA sequence reads			River sediment sample 1.9 km upstream an Indian waste water treatment plant. GPS coordinates: N 17* 37. 357 E 78* 15. 537																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364108#taxonomic.									Kiritimatiellae								Bacteria	Kiritimatiellaeota	Kiritimatiellae											class							
2440897802																										MGYA00364109_Bacteria::Firmicutes:Negativicutes:Selenomonadales:Sporomusaceae:Anaerospora																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364109_Bacteria::Firmicutes:Negativicutes:Selenomonadales:Sporomusaceae:Anaerospora						2	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011891	MGYA00364109													28220	DNA sequence reads			River sediment sample 2.2 km upstream an Indian waste water treatment plant. GPS coordinates: N 17* 32. 440 E 78* 15. 707																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364109#taxonomic.									Anaerospora								Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae		Anaerospora							genus							
2440897791																										MGYA00364110_Bacteria::Proteobacteria:Deltaproteobacteria:Desulfobacterales:Desulfobulbaceae:Desulfocapsa																																					MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364110_Bacteria::Proteobacteria:Deltaproteobacteria:Desulfobacterales:Desulfobulbaceae:Desulfocapsa						1	DNA sequence reads																									https://www.ebi.ac.uk/metagenomics/samples/SRS011892	MGYA00364110													23122	DNA sequence reads			River sediment sample downstream a Swedish waste water treatment plant. GPS coordinates: N 58* 23. 350 E 13* 52. 900.																																																																						https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364110#taxonomic.									Desulfocapsa								Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae		Desulfocapsa							genus							
