gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verticalDatum	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	subfamily	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceAboveSurface	distanceAboveSurfaceAccuracy	distanceFromCentroidInMeters	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	acceptedTaxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	acceptedScientificName	verbatimScientificName	typifiedName	protocol	lastParsed	lastCrawled	repatriated	relativeOrganismQuantity	level0Gid	level0Name	level1Gid	level1Name	level2Gid	level2Name	level3Gid	level3Name	iucnRedListCategory	eventType
2440894200																										MGYA00364105_Bacteria::Bacteroidetes:Bacteroidia:Bacteroidales:Paludibacteraceae										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364105_Bacteria::Bacteroidetes:Bacteroidia:Bacteroidales:Paludibacteraceae						11.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011886	MGYA00364105													26502.0	DNA sequence reads			River sediment sample 2.3 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 33. 077 E 78* 13.983																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364105#taxonomic.									Paludibacteraceae								Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae			Paludibacteraceae						FAMILY				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.375Z										false	false	10820138	10820138	3	10707955	7498440	1203	10820138					Paludibacteraceae	Paludibacteraceae		DWC_ARCHIVE	2023-04-07T16:53:05.375Z	2023-04-07T16:52:25.587Z		4.1506301411214246E-4										
2440894195																										MGYA00364105_Bacteria::Proteobacteria:Oligoflexia:Bacteriovoracales:Bacteriovoracaceae:Bacteriovorax										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364105_Bacteria::Proteobacteria:Oligoflexia:Bacteriovoracales:Bacteriovoracaceae:Bacteriovorax						1.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011886	MGYA00364105													26502.0	DNA sequence reads			River sediment sample 2.3 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 33. 077 E 78* 13.983																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364105#taxonomic.									Bacteriovorax Baer et al., 2000								Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae		Bacteriovorax	Bacteriovorax						GENUS				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.356Z										false	false	3220694	3220694	3	10716559	10831204	10684324	8933	3220694				Bacteriovorax Baer et al., 2000	Bacteriovorax		DWC_ARCHIVE	2023-04-07T16:53:05.356Z	2023-04-07T16:52:25.587Z		3.7733001282922044E-5										
2440894192																										MGYA00364106_Bacteria::Firmicutes:Clostridia:Clostridiales:Christensenellaceae										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364106_Bacteria::Firmicutes:Clostridia:Clostridiales:Christensenellaceae						22.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011887	MGYA00364106													24918.0	DNA sequence reads			River sediment sample 2.7 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 33. 211 E 78* 13.846																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364106#taxonomic.									Christensenellaceae								Bacteria	Firmicutes_A	Clostridia	Christensenellales	Christensenellaceae			Christensenellaceae						FAMILY				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:04.885Z										false	false	7825349	7825349	3	11371390	304	10797771	7825349					Christensenellaceae	Christensenellaceae		DWC_ARCHIVE	2023-04-07T16:53:04.885Z	2023-04-07T16:52:25.587Z		8.82895898547235E-4										
2440894191																										MGYA00364111_Bacteria::Actinobacteria:Actinobacteria:Frankiales:Sporichthyaceae										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364111_Bacteria::Actinobacteria:Actinobacteria:Frankiales:Sporichthyaceae						2.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011893	MGYA00364111													25352.0	DNA sequence reads			River sediment sample upstream a Swedish waste water treatment plant. GPS coordinates: N 58* 23. 500 E 13* 52. 700																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364111#taxonomic.									Sporichthyaceae								Bacteria	Actinobacteriota	Actinomycetia	Sporichthyales	Sporichthyaceae			Sporichthyaceae						FAMILY				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.114Z										false	false	3842	3842	3	10813635	10701801	10687846	3842					Sporichthyaceae	Sporichthyaceae		DWC_ARCHIVE	2023-04-07T16:53:05.114Z	2023-04-07T16:52:25.587Z		7.888923950773115E-5										
2440894187																										MGYA00364105_Bacteria::Proteobacteria:Deltaproteobacteria:Desulfuromonadales:Desulfuromonadaceae										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364105_Bacteria::Proteobacteria:Deltaproteobacteria:Desulfuromonadales:Desulfuromonadaceae						3.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011886	MGYA00364105													26502.0	DNA sequence reads			River sediment sample 2.3 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 33. 077 E 78* 13.983																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364105#taxonomic.									Desulfuromonadaceae								Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	Desulfuromonadaceae			Desulfuromonadaceae						FAMILY				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05Z										false	false	8941	8941	3	10715929	10761152	1383	8941					Desulfuromonadaceae	Desulfuromonadaceae		DWC_ARCHIVE	2023-04-07T16:53:05Z	2023-04-07T16:52:25.587Z		1.1319900384876613E-4										
2440894183																										MGYA00364106_Bacteria::Proteobacteria:Deltaproteobacteria::::delta_proteobacterium_LX33										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364106_Bacteria::Proteobacteria:Deltaproteobacteria::::delta_proteobacterium_LX33						1.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011887	MGYA00364106													24918.0	DNA sequence reads			River sediment sample 2.7 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 33. 211 E 78* 13.846																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364106#taxonomic.									Proteobacteria								Bacteria	Proteobacteria						Proteobacteria						PHYLUM				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.180Z								TAXON_MATCH_HIGHERRANK		false	false	111	111	3	111								Proteobacteria	delta proteobacterium_LX33		DWC_ARCHIVE	2023-04-07T16:53:05.180Z	2023-04-07T16:52:25.587Z		4.013163175214704E-5										
2440894181																										MGYA00364105_Bacteria::Proteobacteria:Gammaproteobacteria:Aeromonadales:Aeromonadaceae:Aeromonas										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364105_Bacteria::Proteobacteria:Gammaproteobacteria:Aeromonadales:Aeromonadaceae:Aeromonas						1.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011886	MGYA00364105													26502.0	DNA sequence reads			River sediment sample 2.3 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 33. 077 E 78* 13.983																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364105#taxonomic.									Aeromonas Stanier, 1943								Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae		Aeromonas	Aeromonas						GENUS				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.132Z										false	false	3222380	3222380	3	111	362	10801383	8950	3222380				Aeromonas Stanier, 1943	Aeromonas		DWC_ARCHIVE	2023-04-07T16:53:05.132Z	2023-04-07T16:52:25.587Z		3.7733001282922044E-5										
2440894180																										MGYA00364107_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Methylophilaceae:Methylophilus										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364107_Bacteria::Proteobacteria:Betaproteobacteria:Nitrosomonadales:Methylophilaceae:Methylophilus						12.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011888	MGYA00364107													23362.0	DNA sequence reads			River sediment sample 17.5 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 37. 945 E 78* 09. 813																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364107#taxonomic.									Methylophilus Jenkins et al., 1987								Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae		Methylophilus	Methylophilus						GENUS				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.467Z										false	false	3220331	3220331	3	111	362	648	8929	3220331				Methylophilus Jenkins et al., 1987	Methylophilus		DWC_ARCHIVE	2023-04-07T16:53:05.467Z	2023-04-07T16:52:25.587Z		5.136546528550637E-4										
2440894177																										MGYA00364106_Bacteria::Firmicutes:Clostridia										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364106_Bacteria::Firmicutes:Clostridia						2.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011887	MGYA00364106													24918.0	DNA sequence reads			River sediment sample 2.7 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 33. 211 E 78* 13.846																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364106#taxonomic.									Clostridia								Bacteria	Firmicutes_A	Clostridia					Clostridia						CLASS				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.090Z										false	false	304	304	3	11371390	304							Clostridia	Clostridia		DWC_ARCHIVE	2023-04-07T16:53:05.090Z	2023-04-07T16:52:25.587Z		8.026326350429408E-5										
2440894176																										MGYA00364107_Bacteria::Bacteroidetes										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364107_Bacteria::Bacteroidetes						23.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011888	MGYA00364107													23362.0	DNA sequence reads			River sediment sample 17.5 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 37. 945 E 78* 09. 813																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364107#taxonomic.									Bacteroidetes								Bacteria	Bacteroidota						Bacteroidetes						PHYLUM				SYNONYM			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.352Z										false	false	81	10707955	3	10707955								Bacteroidota	Bacteroidetes		DWC_ARCHIVE	2023-04-07T16:53:05.352Z	2023-04-07T16:52:25.587Z		9.845047513055388E-4										
2440894170																										MGYA00364109_Bacteria::Bacteroidetes:Cytophagia:Cytophagales:Cyclobacteriaceae										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364109_Bacteria::Bacteroidetes:Cytophagia:Cytophagales:Cyclobacteriaceae						1.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011891	MGYA00364109													28220.0	DNA sequence reads			River sediment sample 2.2 km upstream an Indian waste water treatment plant. GPS coordinates: N 17* 32. 440 E 78* 15. 707																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364109#taxonomic.									Cyclobacteriaceae								Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae			Cyclobacteriaceae						FAMILY				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.203Z										false	false	4903801	4903801	3	10707955	7498440	7571564	4903801					Cyclobacteriaceae	Cyclobacteriaceae		DWC_ARCHIVE	2023-04-07T16:53:05.203Z	2023-04-07T16:52:25.587Z		3.543586109142452E-5										
2440894168																										MGYA00364106_Bacteria::Bacteroidetes:Flavobacteriia:Flavobacteriales:Crocinitomicaceae:Salinirepens										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364106_Bacteria::Bacteroidetes:Flavobacteriia:Flavobacteriales:Crocinitomicaceae:Salinirepens						1.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011887	MGYA00364106													24918.0	DNA sequence reads			River sediment sample 2.7 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 33. 211 E 78* 13.846																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364106#taxonomic.									Salinirepens Muramatsu et al., 2012								Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae		Salinirepens	Salinirepens						GENUS				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.073Z										false	false	7598036	7598036	3	10707955	7498440	569	9989805	7598036				Salinirepens Muramatsu et al., 2012	Salinirepens		DWC_ARCHIVE	2023-04-07T16:53:05.073Z	2023-04-07T16:52:25.587Z		4.013163175214704E-5										
2440894165																										MGYA00364108_Bacteria::Proteobacteria:Alphaproteobacteria:Sphingomonadales:Erythrobacteraceae										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364108_Bacteria::Proteobacteria:Alphaproteobacteria:Sphingomonadales:Erythrobacteraceae						1.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011890	MGYA00364108													28220.0	DNA sequence reads			River sediment sample 1.9 km upstream an Indian waste water treatment plant. GPS coordinates: N 17* 37. 357 E 78* 15. 537																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364108#taxonomic.									Erythrobacteraceae								Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae			Erythrobacteraceae						FAMILY				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.088Z										false	false	4901672	4901672	3	111	197	647	4901672					Erythrobacteraceae	Erythrobacteraceae		DWC_ARCHIVE	2023-04-07T16:53:05.088Z	2023-04-07T16:52:25.587Z		3.543586109142452E-5										
2440894163																										MGYA00364109_Bacteria::Proteobacteria:Deltaproteobacteria:Myxococcales:Kofleriaceae:Haliangium										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364109_Bacteria::Proteobacteria:Deltaproteobacteria:Myxococcales:Kofleriaceae:Haliangium						3.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011891	MGYA00364109													28220.0	DNA sequence reads			River sediment sample 2.2 km upstream an Indian waste water treatment plant. GPS coordinates: N 17* 32. 440 E 78* 15. 707																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364109#taxonomic.									Kofleriaceae								Bacteria	Myxococcota	Myxococcia	Myxococcales	Kofleriaceae			Kofleriaceae						FAMILY				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.076Z								TAXON_MATCH_HIGHERRANK		false	false	8943	8943	3	10814448	10714438	1384	8943					Kofleriaceae	Haliangium		DWC_ARCHIVE	2023-04-07T16:53:05.076Z	2023-04-07T16:52:25.587Z		1.0630758327427356E-4										
2440894160																										MGYA00364108_Bacteria::Actinobacteria:Actinobacteria:Micrococcales										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364108_Bacteria::Actinobacteria:Actinobacteria:Micrococcales						1.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011890	MGYA00364108													28220.0	DNA sequence reads			River sediment sample 1.9 km upstream an Indian waste water treatment plant. GPS coordinates: N 17* 37. 357 E 78* 15. 537																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364108#taxonomic.									Micrococcales								Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales				Micrococcales						ORDER				SYNONYM			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:04.936Z										false	false	10934069	1198	3	10813635	10701801	1198						Actinomycetales	Micrococcales		DWC_ARCHIVE	2023-04-07T16:53:04.936Z	2023-04-07T16:52:25.587Z		3.543586109142452E-5										
2440894158																										MGYA00364106_Bacteria::Chloroflexi:Anaerolineae:Anaerolineales:Anaerolineaceae:Flexilinea										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364106_Bacteria::Chloroflexi:Anaerolineae:Anaerolineales:Anaerolineaceae:Flexilinea						1.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011887	MGYA00364106													24918.0	DNA sequence reads			River sediment sample 2.7 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 33. 211 E 78* 13.846																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364106#taxonomic.									Flexilinea Sun et al., 2016								Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	Anaerolineaceae		Flexilinea	Flexilinea						GENUS				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.207Z										false	false	8753145	8753145	3	10690675	298	8229939	4903399	8753145				Flexilinea Sun et al., 2016	Flexilinea		DWC_ARCHIVE	2023-04-07T16:53:05.207Z	2023-04-07T16:52:25.587Z		4.013163175214704E-5										
2440894157																										MGYA00364106_Bacteria::Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Anaerocella										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364106_Bacteria::Bacteroidetes:Bacteroidia:Bacteroidales:Rikenellaceae:Anaerocella						1.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011887	MGYA00364106													24918.0	DNA sequence reads			River sediment sample 2.7 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 33. 211 E 78* 13.846																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364106#taxonomic.									Anaerocella Abe et al., 2013								Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae		Anaerocella	Anaerocella						GENUS				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.479Z										false	false	7978847	7978847	3	10707955	7498440	1203	3852	7978847				Anaerocella Abe et al., 2013	Anaerocella		DWC_ARCHIVE	2023-04-07T16:53:05.479Z	2023-04-07T16:52:25.587Z		4.013163175214704E-5										
2440894156																										MGYA00364106_Bacteria::Tenericutes:Mollicutes:Acholeplasmatales:Acholeplasmataceae										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364106_Bacteria::Tenericutes:Mollicutes:Acholeplasmatales:Acholeplasmataceae						1.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011887	MGYA00364106													24918.0	DNA sequence reads			River sediment sample 2.7 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 33. 211 E 78* 13.846																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364106#taxonomic.									Acholeplasmataceae								Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae			Acholeplasmataceae						FAMILY				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.091Z										false	false	7804	7804	3	87	303	1213	7804					Acholeplasmataceae	Acholeplasmataceae		DWC_ARCHIVE	2023-04-07T16:53:05.091Z	2023-04-07T16:52:25.587Z		4.013163175214704E-5										
